0.05921	0.05505	9.74000
0.06312	0.05505	9.74000
0.06704	0.05505	9.74000
0.07096	0.05505	9.74000
0.07488	0.05505	9.74000
0.07880	0.05505	9.74000
0.08272	0.05505	8.93000
0.08664	0.05505	9.74000
0.09055	0.05505	9.74000
0.09447	0.05505	9.74000
0.09839	0.05505	9.74000
0.10231	0.05505	9.74000
0.10623	0.05505	9.74000
0.11015	0.05505	9.74000
0.11406	0.05505	9.74000
0.11798	0.05505	9.74000
0.12190	0.05505	9.74000
0.12582	0.05505	9.74000
0.12974	0.05505	9.74000
0.13366	0.05505	9.74000
0.13758	0.05505	9.74000
0.14149	0.05505	9.74000
0.14541	0.05505	9.74000
0.14933	0.05505	9.74000
0.15325	0.05505	9.74000
0.15717	0.05505	9.74000
0.16109	0.05505	9.74000
0.16501	0.05505	9.74000
0.16892	0.05505	9.74000
0.17284	0.05505	9.74000
0.17676	0.05505	9.74000
0.18068	0.05505	9.74000
0.05921	0.05766	9.74000
0.06312	0.05766	9.74000
0.06704	0.05766	9.74000
0.07096	0.05766	9.74000
0.07488	0.05766	9.74000
0.07880	0.05766	9.74000
0.08272	0.05766	9.74000
0.08664	0.05766	9.74000
0.09055	0.05766	9.74000
0.09447	0.05766	9.74000
0.09839	0.05766	9.74000
0.10231	0.05766	9.74000
0.10623	0.05766	9.74000
0.11015	0.05766	9.74000
0.11406	0.05766	9.74000
0.11798	0.05766	9.74000
0.12190	0.05766	9.74000
0.12582	0.05766	9.74000
0.12974	0.05766	9.74000
0.13366	0.05766	9.74000
0.13758	0.05766	9.74000
0.14149	0.05766	9.74000
0.14541	0.05766	9.74000
0.14933	0.05766	9.74000
0.15325	0.05766	9.74000
0.15717	0.05766	9.74000
0.16109	0.05766	9.74000
0.16501	0.05766	9.74000
0.16892	0.05766	9.74000
0.17284	0.05766	9.74000
0.17676	0.05766	9.74000
0.18068	0.05766	9.74000
0.05921	0.06028	9.74000
0.06312	0.06028	9.74000
0.06704	0.06028	9.74000
0.07096	0.06028	9.74000
0.07488	0.06028	9.74000
0.07880	0.06028	9.74000
0.08272	0.06028	9.74000
